"cell","celltype","group","site","aneuploid"
"Cell2298","Tcell","Tcell","ascites",FALSE
"Cell2299","fibroblast","fibroblast","omental",FALSE
"Cell2300","fibroblast","fibroblast","omental",FALSE
"Cell2301","malignant","malignant_omental","omental",TRUE
"Cell2302","malignant","malignant_ascites","ascites",TRUE
"Cell2303","adipocyte","adipocyte","omental",FALSE
"Cell2304","macrophage","macrophage","omental",FALSE
"Cell2305","Tcell","Tcell","ascites",FALSE
"Cell2306","fibroblast","fibroblast","omental",FALSE
"Cell2307","malignant","malignant_omental","omental",TRUE
"Cell2308","macrophage","macrophage","omental",FALSE
"Cell2309","Tcell","Tcell","ascites",FALSE
"Cell2310","malignant","malignant_ascites","ascites",TRUE
"Cell2311","malignant","malignant_omental","omental",TRUE
"Cell2312","fibroblast","fibroblast","omental",FALSE
"Cell2313","malignant","malignant_ascites","ascites",TRUE
"Cell2314","endothelial","endothelial","omental",FALSE
"Cell2315","fibroblast","fibroblast","omental",FALSE
"Cell2316","endothelial","endothelial","ascites",FALSE
"Cell2317","macrophage","macrophage","omental",FALSE
"Cell2318","malignant","malignant_omental","omental",TRUE
"Cell2319","malignant","malignant_ascites","ascites",TRUE
"Cell2320","malignant","malignant_ascites","ascites",TRUE
"Cell2321","fibroblast","fibroblast","ascites",FALSE
"Cell2322","malignant","malignant_omental","omental",TRUE
"Cell2323","malignant","malignant_ascites","ascites",TRUE
"Cell2324","fibroblast","fibroblast","ascites",FALSE
"Cell2325","endothelial","endothelial","omental",FALSE
"Cell2326","Tcell","Tcell","ascites",FALSE
"Cell2327","Tcell","Tcell","omental",FALSE
"Cell2328","malignant","malignant_omental","omental",TRUE
"Cell2329","macrophage","macrophage","ascites",FALSE
"Cell2330","fibroblast","fibroblast","ascites",FALSE
"Cell2331","malignant","malignant_omental","omental",TRUE
"Cell2332","fibroblast","fibroblast","omental",FALSE
"Cell2333","fibroblast","fibroblast","omental",FALSE
"Cell2334","endothelial","endothelial","ascites",FALSE
"Cell2335","malignant","malignant_omental","omental",TRUE
"Cell2336","fibroblast","fibroblast","omental",FALSE
"Cell2337","malignant","malignant_ascites","ascites",TRUE
"Cell2338","malignant","malignant_omental","omental",TRUE
"Cell2339","malignant","malignant_omental","omental",TRUE
"Cell2340","malignant","malignant_omental","omental",TRUE
"Cell2341","Tcell","Tcell","omental",FALSE
"Cell2342","fibroblast","fibroblast","ascites",FALSE
"Cell2343","malignant","malignant_omental","omental",TRUE
"Cell2344","malignant","malignant_ascites","ascites",TRUE
"Cell2345","endothelial","endothelial","omental",FALSE
"Cell2346","adipocyte","adipocyte","omental",FALSE
"Cell2347","fibroblast","fibroblast","ascites",FALSE
"Cell2348","malignant","malignant_ascites","ascites",TRUE
"Cell2349","malignant","malignant_omental","omental",TRUE
"Cell2350","endothelial","endothelial","ascites",FALSE
"Cell2351","malignant","malignant_ascites","ascites",TRUE
"Cell2352","macrophage","macrophage","ascites",FALSE
"Cell2353","malignant","malignant_ascites","ascites",TRUE
"Cell2354","malignant","malignant_omental","omental",TRUE
"Cell2355","malignant","malignant_ascites","ascites",TRUE
"Cell2356","Tcell","Tcell","omental",FALSE
"Cell2357","macrophage","macrophage","omental",FALSE
"Cell2358","malignant","malignant_omental","omental",TRUE
"Cell2359","malignant","malignant_omental","omental",TRUE
"Cell2360","malignant","malignant_omental","omental",TRUE
"Cell2361","malignant","malignant_ascites","ascites",TRUE
"Cell2362","fibroblast","fibroblast","omental",FALSE
"Cell2363","malignant","malignant_omental","omental",TRUE
"Cell2364","malignant","malignant_omental","omental",TRUE
"Cell2365","malignant","malignant_omental","omental",TRUE
"Cell2366","malignant","malignant_ascites","ascites",TRUE
"Cell2367","Tcell","Tcell","ascites",FALSE
"Cell2368","fibroblast","fibroblast","omental",FALSE
"Cell2369","endothelial","endothelial","ascites",FALSE
"Cell2370","malignant","malignant_omental","omental",TRUE
"Cell2371","malignant","malignant_omental","omental",TRUE
"Cell2372","fibroblast","fibroblast","omental",FALSE
"Cell2373","macrophage","macrophage","ascites",FALSE
"Cell2374","macrophage","macrophage","omental",FALSE
"Cell2375","Tcell","Tcell","omental",FALSE
"Cell2376","fibroblast","fibroblast","omental",FALSE
"Cell2377","malignant","malignant_ascites","ascites",TRUE
"Cell2378","fibroblast","fibroblast","ascites",FALSE
"Cell2379","adipocyte","adipocyte","omental",FALSE
"Cell2380","Tcell","Tcell","omental",FALSE
"Cell2381","adipocyte","adipocyte","omental",FALSE
"Cell2382","malignant","malignant_ascites","ascites",TRUE
"Cell2383","macrophage","macrophage","omental",FALSE
"Cell2384","malignant","malignant_ascites","ascites",TRUE
"Cell2385","malignant","malignant_omental","omental",TRUE
"Cell2386","endothelial","endothelial","omental",FALSE
"Cell2387","malignant","malignant_ascites","ascites",TRUE
"Cell2388","endothelial","endothelial","omental",FALSE
"Cell2389","fibroblast","fibroblast","omental",FALSE
"Cell2390","fibroblast","fibroblast","ascites",FALSE
"Cell2391","Tcell","Tcell","ascites",FALSE
"Cell2392","malignant","malignant_ascites","ascites",TRUE
"Cell2393","malignant","malignant_omental","omental",TRUE
"Cell2394","Tcell","Tcell","ascites",FALSE
"Cell2395","Tcell","Tcell","ascites",FALSE
"Cell2396","malignant","malignant_omental","omental",TRUE
"Cell2397","macrophage","macrophage","omental",FALSE
"Cell2398","macrophage","macrophage","ascites",FALSE
"Cell2399","fibroblast","fibroblast","omental",FALSE
"Cell2400","fibroblast","fibroblast","omental",FALSE
"Cell2401","fibroblast","fibroblast","omental",FALSE
"Cell2402","fibroblast","fibroblast","omental",FALSE
"Cell2403","malignant","malignant_ascites","ascites",TRUE
"Cell2404","macrophage","macrophage","omental",FALSE
"Cell2405","macrophage","macrophage","omental",FALSE
"Cell2406","adipocyte","adipocyte","omental",FALSE
"Cell2407","macrophage","macrophage","ascites",FALSE
"Cell2408","endothelial","endothelial","ascites",FALSE
"Cell2409","malignant","malignant_ascites","ascites",TRUE
"Cell2410","macrophage","macrophage","ascites",FALSE
"Cell2411","malignant","malignant_ascites","ascites",TRUE
"Cell2412","fibroblast","fibroblast","omental",FALSE
"Cell2413","fibroblast","fibroblast","omental",FALSE
"Cell2414","malignant","malignant_ascites","ascites",TRUE
"Cell2415","fibroblast","fibroblast","omental",FALSE
"Cell2416","endothelial","endothelial","ascites",FALSE
"Cell2417","fibroblast","fibroblast","ascites",FALSE
"Cell2418","macrophage","macrophage","omental",FALSE
"Cell2419","macrophage","macrophage","ascites",FALSE
"Cell2420","fibroblast","fibroblast","omental",FALSE
"Cell2421","malignant","malignant_omental","omental",TRUE
"Cell2422","malignant","malignant_omental","omental",TRUE
"Cell2423","adipocyte","adipocyte","omental",FALSE
"Cell2424","malignant","malignant_omental","omental",TRUE
"Cell2425","malignant","malignant_omental","omental",TRUE
"Cell2426","malignant","malignant_omental","omental",TRUE
"Cell2427","macrophage","macrophage","ascites",FALSE
"Cell2428","malignant","malignant_omental","omental",TRUE
"Cell2429","macrophage","macrophage","ascites",FALSE
"Cell2430","fibroblast","fibroblast","omental",FALSE
"Cell2431","macrophage","macrophage","omental",FALSE
"Cell2432","adipocyte","adipocyte","omental",FALSE
"Cell2433","malignant","malignant_ascites","ascites",TRUE
"Cell2434","malignant","malignant_omental","omental",TRUE
"Cell2435","malignant","malignant_omental","omental",TRUE
"Cell2436","malignant","malignant_omental","omental",TRUE
"Cell2437","macrophage","macrophage","omental",FALSE
"Cell2438","malignant","malignant_omental","omental",TRUE
"Cell2439","fibroblast","fibroblast","omental",FALSE
"Cell2440","malignant","malignant_omental","omental",TRUE
"Cell2441","malignant","malignant_ascites","ascites",TRUE
"Cell2442","malignant","malignant_omental","omental",TRUE
"Cell2443","malignant","malignant_ascites","ascites",TRUE
"Cell2444","endothelial","endothelial","ascites",FALSE
"Cell2445","malignant","malignant_ascites","ascites",TRUE
"Cell2446","malignant","malignant_omental","omental",TRUE
"Cell2447","malignant","malignant_omental","omental",TRUE
"Cell2448","adipocyte","adipocyte","omental",FALSE
"Cell2449","malignant","malignant_omental","omental",TRUE
"Cell2450","fibroblast","fibroblast","ascites",FALSE
"Cell2451","malignant","malignant_omental","omental",TRUE
"Cell2452","malignant","malignant_omental","omental",TRUE
"Cell2453","malignant","malignant_ascites","ascites",TRUE
"Cell2454","malignant","malignant_ascites","ascites",TRUE
"Cell2455","malignant","malignant_ascites","ascites",TRUE
"Cell2456","macrophage","macrophage","omental",FALSE
"Cell2457","Tcell","Tcell","omental",FALSE
"Cell2458","malignant","malignant_omental","omental",TRUE
"Cell2459","Tcell","Tcell","ascites",FALSE
"Cell2460","malignant","malignant_ascites","ascites",TRUE
"Cell2461","Tcell","Tcell","omental",FALSE
"Cell2462","malignant","malignant_omental","omental",TRUE
"Cell2463","adipocyte","adipocyte","omental",FALSE
"Cell2464","malignant","malignant_ascites","ascites",TRUE
"Cell2465","endothelial","endothelial","omental",FALSE
"Cell2466","macrophage","macrophage","ascites",FALSE
"Cell2467","fibroblast","fibroblast","omental",FALSE
"Cell2468","macrophage","macrophage","ascites",FALSE
"Cell2469","malignant","malignant_ascites","ascites",TRUE
"Cell2470","malignant","malignant_ascites","ascites",TRUE
"Cell2471","fibroblast","fibroblast","ascites",FALSE
"Cell2472","adipocyte","adipocyte","omental",FALSE
"Cell2473","macrophage","macrophage","omental",FALSE
"Cell2474","macrophage","macrophage","ascites",FALSE
"Cell2475","malignant","malignant_omental","omental",TRUE
"Cell2476","adipocyte","adipocyte","omental",FALSE
"Cell2477","macrophage","macrophage","omental",FALSE
"Cell2478","fibroblast","fibroblast","omental",FALSE
"Cell2479","macrophage","macrophage","omental",FALSE
"Cell2480","malignant","malignant_ascites","ascites",TRUE
"Cell2481","malignant","malignant_omental","omental",TRUE
"Cell2482","malignant","malignant_ascites","ascites",TRUE
"Cell2483","malignant","malignant_omental","omental",TRUE
"Cell2484","malignant","malignant_omental","omental",TRUE
"Cell2485","Tcell","Tcell","omental",FALSE
"Cell2486","fibroblast","fibroblast","omental",FALSE
"Cell2487","malignant","malignant_omental","omental",TRUE
"Cell2488","malignant","malignant_ascites","ascites",TRUE
"Cell2489","fibroblast","fibroblast","ascites",FALSE
"Cell2490","malignant","malignant_omental","omental",TRUE
"Cell2491","Tcell","Tcell","omental",FALSE
"Cell2492","malignant","malignant_ascites","ascites",TRUE
"Cell2493","malignant","malignant_omental","omental",TRUE
"Cell2494","adipocyte","adipocyte","omental",FALSE
"Cell2495","macrophage","macrophage","ascites",FALSE
"Cell2496","malignant","malignant_ascites","ascites",TRUE
"Cell2497","endothelial","endothelial","ascites",FALSE
"Cell2498","macrophage","macrophage","omental",FALSE
"Cell2499","malignant","malignant_omental","omental",TRUE
"Cell2500","endothelial","endothelial","omental",FALSE
"Cell2501","adipocyte","adipocyte","omental",FALSE
"Cell2502","fibroblast","fibroblast","ascites",FALSE
"Cell2503","endothelial","endothelial","ascites",FALSE
"Cell2504","malignant","malignant_omental","omental",TRUE
"Cell2505","adipocyte","adipocyte","omental",FALSE
"Cell2506","malignant","malignant_ascites","ascites",TRUE
"Cell2507","endothelial","endothelial","omental",FALSE
"Cell2508","malignant","malignant_ascites","ascites",TRUE
"Cell2509","adipocyte","adipocyte","omental",FALSE
"Cell2510","malignant","malignant_ascites","ascites",TRUE
"Cell2511","malignant","malignant_ascites","ascites",TRUE
"Cell2512","malignant","malignant_ascites","ascites",TRUE
"Cell2513","fibroblast","fibroblast","ascites",FALSE
"Cell2514","macrophage","macrophage","ascites",FALSE
"Cell2515","malignant","malignant_ascites","ascites",TRUE
"Cell2516","malignant","malignant_omental","omental",TRUE
"Cell2517","malignant","malignant_omental","omental",TRUE
"Cell2518","Tcell","Tcell","ascites",FALSE
"Cell2519","fibroblast","fibroblast","ascites",FALSE
"Cell2520","adipocyte","adipocyte","omental",FALSE
"Cell2521","malignant","malignant_omental","omental",TRUE
"Cell2522","malignant","malignant_ascites","ascites",TRUE
"Cell2523","fibroblast","fibroblast","omental",FALSE
"Cell2524","Tcell","Tcell","ascites",FALSE
"Cell2525","malignant","malignant_ascites","ascites",TRUE
"Cell2526","fibroblast","fibroblast","omental",FALSE
"Cell2527","malignant","malignant_omental","omental",TRUE
"Cell2528","malignant","malignant_omental","omental",TRUE
"Cell2529","Tcell","Tcell","omental",FALSE
"Cell2530","adipocyte","adipocyte","omental",FALSE
"Cell2531","fibroblast","fibroblast","omental",FALSE
"Cell2532","malignant","malignant_omental","omental",TRUE
"Cell2533","malignant","malignant_ascites","ascites",TRUE
"Cell2534","malignant","malignant_omental","omental",TRUE
"Cell2535","malignant","malignant_ascites","ascites",TRUE
"Cell2536","malignant","malignant_ascites","ascites",TRUE
"Cell2537","Tcell","Tcell","ascites",FALSE
"Cell2538","malignant","malignant_omental","omental",TRUE
"Cell2539","malignant","malignant_omental","omental",TRUE
"Cell2540","malignant","malignant_ascites","ascites",TRUE
"Cell2541","malignant","malignant_omental","omental",TRUE
"Cell2542","malignant","malignant_ascites","ascites",TRUE
"Cell2543","macrophage","macrophage","omental",FALSE
"Cell2544","fibroblast","fibroblast","omental",FALSE
"Cell2545","malignant","malignant_ascites","ascites",TRUE
"Cell2546","adipocyte","adipocyte","omental",FALSE
"Cell2547","malignant","malignant_ascites","ascites",TRUE
"Cell2548","fibroblast","fibroblast","omental",FALSE
"Cell2549","malignant","malignant_ascites","ascites",TRUE
"Cell2550","adipocyte","adipocyte","omental",FALSE
"Cell2551","fibroblast","fibroblast","omental",FALSE
"Cell2552","fibroblast","fibroblast","ascites",FALSE
"Cell2553","Tcell","Tcell","ascites",FALSE
"Cell2554","malignant","malignant_omental","omental",TRUE
"Cell2555","malignant","malignant_ascites","ascites",TRUE
"Cell2556","endothelial","endothelial","ascites",FALSE
"Cell2557","endothelial","endothelial","ascites",FALSE
"Cell2558","malignant","malignant_omental","omental",TRUE
"Cell2559","malignant","malignant_ascites","ascites",TRUE
"Cell2560","adipocyte","adipocyte","omental",FALSE
"Cell2561","fibroblast","fibroblast","omental",FALSE
"Cell2562","fibroblast","fibroblast","omental",FALSE
"Cell2563","endothelial","endothelial","omental",FALSE
"Cell2564","fibroblast","fibroblast","omental",FALSE
"Cell2565","fibroblast","fibroblast","omental",FALSE
"Cell2566","endothelial","endothelial","ascites",FALSE
"Cell2567","malignant","malignant_ascites","ascites",TRUE
"Cell2568","malignant","malignant_ascites","ascites",TRUE
"Cell2569","malignant","malignant_omental","omental",TRUE
"Cell2570","malignant","malignant_omental","omental",TRUE
"Cell2571","adipocyte","adipocyte","omental",FALSE
"Cell2572","malignant","malignant_omental","omental",TRUE
"Cell2573","malignant","malignant_ascites","ascites",TRUE
"Cell2574","macrophage","macrophage","ascites",FALSE
"Cell2575","malignant","malignant_omental","omental",TRUE
"Cell2576","macrophage","macrophage","ascites",FALSE
"Cell2577","Tcell","Tcell","omental",FALSE
"Cell2578","Tcell","Tcell","omental",FALSE
"Cell2579","fibroblast","fibroblast","omental",FALSE
"Cell2580","Tcell","Tcell","ascites",FALSE
"Cell2581","Tcell","Tcell","ascites",FALSE
"Cell2582","malignant","malignant_omental","omental",TRUE
"Cell2583","macrophage","macrophage","omental",FALSE
"Cell2584","endothelial","endothelial","omental",FALSE
"Cell2585","Tcell","Tcell","ascites",FALSE
"Cell2586","malignant","malignant_ascites","ascites",TRUE
"Cell2587","adipocyte","adipocyte","omental",FALSE
"Cell2588","malignant","malignant_ascites","ascites",TRUE
"Cell2589","Tcell","Tcell","omental",FALSE
"Cell2590","Tcell","Tcell","omental",FALSE
"Cell2591","Tcell","Tcell","omental",FALSE
"Cell2592","adipocyte","adipocyte","omental",FALSE
"Cell2593","fibroblast","fibroblast","omental",FALSE
"Cell2594","malignant","malignant_ascites","ascites",TRUE
"Cell2595","malignant","malignant_omental","omental",TRUE
"Cell2596","fibroblast","fibroblast","omental",FALSE
"Cell2597","adipocyte","adipocyte","omental",FALSE
"Cell2598","macrophage","macrophage","ascites",FALSE
"Cell2599","malignant","malignant_ascites","ascites",TRUE
"Cell2600","malignant","malignant_ascites","ascites",TRUE
